gene,mirna
5101,1193
2598,1193
728,1193
238,1193
4373,1193
2473,1193
1921,1193
6810,1193
251,1193
4429,1193
5499,1193
5715,1193
4944,1193
5361,1193
696,1193
6368,1193
6666,1193
2449,1193
2801,1193
2933,1193
1620,1193
6721,1193
6721,1193
6014,1193
3,1193
2033,1193
4445,1193
7354,1193
3437,1193
5824,1193
4314,1193
4314,1193
6660,1193
6609,1193
6609,1193
6593,1193
6221,1193
5582,1193
5196,1193
4938,1193
3895,1193
3288,1193
2693,1193
516,1193
5542,1193
7216,1193
5562,1193
2141,1193
2141,1193
5613,1193
4966,1193
4966,1193
4966,1193
4498,1193
3153,1193
1915,1193
6886,1193
7251,1193
193,1193
4173,1193
3817,1193
5121,1193
2390,1193
2121,1193
6774,1193
3663,1193
944,1193
4988,1193
6941,1193
3141,1193
535,1193
4147,1193
6843,1193
5726,1193
7342,1193
4494,1193
4108,1193
1635,1193
5170,1193
3675,1193
5436,1193
3820,1193
2558,1193
2944,1193
3228,1193
3682,1193
134,1193
5683,1193
3136,1193
264,1193
3057,1193
3156,1193
4745,1193
5559,1193
6192,1193
7288,1194
7288,1194
7335,1194
2909,1194
2909,1194
3235,1194
4858,1194
4756,1194
4700,1194
28,1194
28,1194
6822,1194
6822,1194
6765,1194
5292,1194
5071,1194
4036,1194
3425,1194
2307,1194
975,1194
515,1194
341,1194
341,1194
548,1194
3770,1194
3770,1194
5991,1194
5922,1194
5922,1194
4615,1194
4498,1194
4174,1194
2134,1194
2134,1194
573,1194
573,1194
6918,1194
1616,1194
3741,1194
6393,1194
6852,1194
6852,1194
6852,1194
6852,1194
972,1194
972,1194
4825,1194
4825,1194
6442,1194
6442,1194
5777,1194
5237,1194
5237,1194
667,1194
5808,1194
511,1194
1250,1194
1250,1194
4529,1194
266,1194
6027,1194
3502,1194
4349,1194
4349,1194
2390,1194
7304,1194
6842,1194
403,1194
893,1194
985,1194
1337,1194
2597,1194
2597,1194
3765,1194
3856,1194
3988,1194
4218,1194
4218,1194
4337,1194
4466,1194
4849,1194
4849,1194
4919,1194
5397,1194
5440,1194
6037,1194
6117,1194
6267,1194
6438,1194
2731,1194
4617,1194
5396,1194
5755,1194
6151,1194
6785,1194
6924,1194
3655,1194
3013,1195
3013,1195
3013,1195
3013,1195
3013,1195
3012,1195
3012,1195
472,1195
3910,1195
728,1195
7466,1195
245,1195
2654,1195
2658,1195
5466,1195
5466,1195
172,1195
1788,1195
3651,1195
7303,1195
7303,1195
2328,1195
7436,1195
5965,1195
5505,1195
5505,1195
5505,1195
4228,1195
6535,1195
3969,1195
3969,1195
3969,1195
3141,1195
2894,1195
3493,1195
2033,1195
6632,1195
7067,1195
7004,1195
5030,1195
4704,1195
3864,1195
3136,1195
2187,1195
2137,1195
6774,1195
4988,1195
3517,1195
6941,1195
2675,1195
7287,1195
837,1195
271,1195
7463,1195
3915,1195
350,1195
2999,1195
7507,1195
2944,1195
134,1195
6764,1195
998,1195
998,1195
1022,1195
5006,1195
2258,1195
7228,1195
7415,1195
814,1196
814,1196
814,1196
716,1196
1057,1196
4198,1196
4198,1196
4198,1196
6479,1196
6479,1196
4203,1196
6543,1196
4751,1196
4751,1196
4751,1196
4919,1196
4279,1196
6765,1196
6443,1196
1685,1196
4657,1196
5048,1196
2324,1196
6085,1196
1468,1196
4858,1196
3381,1196
5917,1196
276,1196
458,1196
7047,1196
2161,1196
2161,1196
4688,1196
6057,1196
1768,1196
7348,1196
553,1196
6853,1196
1838,1196
2336,1196
5983,1196
5140,1196
7416,1196
7414,1196
7414,1196
7414,1196
7414,1196
7414,1196
7414,1196
7414,1196
6881,1196
6881,1196
6613,1196
6613,1196
6429,1196
6393,1196
6374,1196
5940,1196
5819,1196
5625,1196
5346,1196
4467,1196
4467,1196
4081,1196
3672,1196
3617,1196
3588,1196
3169,1196
2951,1196
2925,1196
2925,1196
2579,1196
1344,1196
1242,1196
1118,1196
1118,1196
1118,1196
914,1196
871,1196
515,1196
383,1196
42,1196
7196,1196
6730,1196
4426,1196
4426,1196
4426,1196
2578,1196
2578,1196
2578,1196
954,1196
1249,1196
2640,1196
2566,1196
2746,1196
4343,1196
4343,1196
6592,1196
6314,1196
4529,1196
4529,1196
3847,1196
3063,1196
3063,1196
209,1196
3659,1196
3659,1196
3659,1196
3659,1196
1660,1196
1660,1196
3199,1196
3199,1196
2882,1196
2882,1196
1591,1196
1531,1196
5514,1196
5738,1196
1892,1196
4407,1196
4407,1196
6608,1196
2272,1196
5559,1196
1524,1196
1627,1196
1627,1196
3262,1196
1062,1196
447,1196
3974,1196
83,1196
1226,1196
4357,1196
5954,1196
4079,1196
4254,1196
1770,1196
2957,1196
5753,1196
2538,1196
471,1196
6899,1196
464,1196
1523,1196
1639,1196
1681,1196
1681,1196
1826,1196
2405,1196
2405,1196
2449,1196
2497,1196
2595,1196
2597,1196
2597,1196
2623,1196
3126,1196
3126,1196
3210,1196
3576,1196
3742,1196
3856,1196
3988,1196
4067,1196
4088,1196
4216,1196
4342,1196
4462,1196
4617,1196
4632,1196
5101,1196
5114,1196
5269,1196
5269,1196
5423,1196
5755,1196
6036,1196
6037,1196
6052,1196
6052,1196
6281,1196
6350,1196
6350,1196
6382,1196
6427,1196
6936,1196
7402,1196
1267,1196
1564,1196
4442,1196
4556,1196
6834,1196
534,1196
5042,1196
5042,1196
5503,1196
5750,1196
2293,1197
6246,1197
6246,1197
6246,1197
2618,1197
5712,1197
5712,1197
5712,1197
7469,1197
814,1197
814,1197
7416,1197
5337,1197
713,1197
713,1197
6368,1197
6368,1197
6533,1197
2909,1197
2909,1197
4062,1197
2720,1197
2720,1197
2720,1197
3156,1197
825,1197
825,1197
825,1197
1424,1197
1424,1197
4872,1197
6027,1197
5770,1197
5770,1197
926,1197
6613,1197
6613,1197
6499,1197
5625,1197
5191,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4949,1197
4721,1197
3670,1197
3597,1197
3597,1197
2040,1197
1118,1197
975,1197
219,1197
209,1197
3617,1197
1827,1197
3022,1197
691,1197
1380,1197
4133,1197
4130,1197
4130,1197
4130,1197
4130,1197
6639,1197
6639,1197
4723,1197
4723,1197
4723,1197
6016,1197
1715,1197
1715,1197
4496,1197
115,1197
7337,1197
7337,1197
269,1197
1214,1197
1094,1197
722,1197
1586,1197
6307,1197
3659,1197
6361,1197
909,1197
1282,1197
981,1197
2135,1197
5436,1197
3679,1197
972,1197
1150,1197
2706,1197
2894,1197
2925,1197
4027,1197
4919,1197
5445,1197
6260,1197
6379,1197
7308,1197
1580,1197
1804,1197
2161,1197
2530,1197
2530,1197
2567,1197
6670,1197
1914,1199
1914,1199
5428,1199
5428,1199
5428,1199
5428,1199
5428,1199
2293,1199
1119,1199
1788,1199
1788,1199
1788,1199
1788,1199
1788,1199
1444,1199
1444,1199
2732,1199
5851,1199
2420,1199
6673,1199
2791,1199
5202,1199
1057,1199
6645,1199
6645,1199
6645,1199
3791,1199
3791,1199
3791,1199
3791,1199
4198,1199
4198,1199
4198,1199
4198,1199
4198,1199
4198,1199
3312,1199
3312,1199
3312,1199
6599,1199
6599,1199
4064,1199
4064,1199
4064,1199
4064,1199
4064,1199
4095,1199
4095,1199
7194,1199
7194,1199
903,1199
903,1199
903,1199
903,1199
6485,1199
2489,1199
5699,1199
5699,1199
6760,1199
6760,1199
6760,1199
6760,1199
6760,1199
2214,1199
1310,1199
1310,1199
3043,1199
5672,1199
5154,1199
5154,1199
5154,1199
4276,1199
3770,1199
3770,1199
4086,1199
4086,1199
4751,1199
2650,1199
2650,1199
2650,1199
2650,1199
96,1199
578,1199
578,1199
578,1199
7067,1199
7067,1199
7067,1199
6929,1199
5712,1199
5712,1199
5712,1199
6480,1199
6480,1199
6480,1199
6480,1199
6480,1199
607,1199
607,1199
5558,1199
3028,1199
2569,1199
2569,1199
2569,1199
4933,1199
4015,1199
7303,1199
2537,1199
2537,1199
6744,1199
5678,1199
5678,1199
1450,1199
4471,1199
4471,1199
4471,1199
5378,1199
1018,1199
915,1199
4264,1199
4783,1199
6137,1199
6137,1199
6137,1199
6137,1199
6137,1199
6137,1199
7529,1199
7173,1199
7173,1199
7173,1199
7173,1199
6965,1199
6965,1199
6965,1199
6836,1199
6407,1199
5685,1199
5685,1199
5685,1199
5685,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4949,1199
4733,1199
4641,1199
4641,1199
4222,1199
4070,1199
4061,1199
4034,1199
4034,1199
3694,1199
3694,1199
3694,1199
3694,1199
3258,1199
3258,1199
3258,1199
3258,1199
2858,1199
2858,1199
2858,1199
2337,1199
2337,1199
2337,1199
2337,1199
2337,1199
1658,1199
1658,1199
1658,1199
1500,1199
1500,1199
1500,1199
1500,1199
1000,1199
1000,1199
691,1199
691,1199
691,1199
691,1199
576,1199
444,1199
444,1199
444,1199
346,1199
6555,1199
6555,1199
2608,1199
2608,1199
2455,1199
2455,1199
2455,1199
2455,1199
2455,1199
1498,1199
1498,1199
1498,1199
3150,1199
3150,1199
3150,1199
3631,1199
3631,1199
7509,1199
7308,1199
7308,1199
7308,1199
5648,1199
5648,1199
5648,1199
5648,1199
5648,1199
4046,1199
4046,1199
4046,1199
4046,1199
4046,1199
4044,1199
4044,1199
4044,1199
4044,1199
2688,1199
5342,1199
5342,1199
4467,1199
4467,1199
3974,1199
3974,1199
771,1199
771,1199
771,1199
4113,1199
4113,1199
4113,1199
3698,1199
3698,1199
3698,1199
5225,1199
5225,1199
1326,1199
2250,1199
2250,1199
2250,1199
6162,1199
6162,1199
6123,1199
5494,1199
5494,1199
5494,1199
5494,1199
5400,1199
5400,1199
5400,1199
5400,1199
4739,1199
4739,1199
4739,1199
815,1199
815,1199
815,1199
815,1199
5790,1199
5790,1199
5097,1199
6491,1199
5260,1199
5163,1199
5163,1199
3445,1199
3404,1199
3135,1199
2687,1199
1715,1199
1715,1199
1422,1199
813,1199
792,1199
792,1199
792,1199
483,1199
6476,1199
3426,1199
7345,1199
7345,1199
6260,1199
5811,1199
3251,1199
2234,1199
2122,1199
446,1199
446,1199
1779,1199
1779,1199
7174,1199
7174,1199
6146,1199
4130,1199
4103,1199
3833,1199
3688,1199
3688,1199
3196,1199
2855,1199
2708,1199
2620,1199
2498,1199
2498,1199
2057,1199
1965,1199
1965,1199
1338,1199
6375,1199
6267,1199
6267,1199
5774,1199
3550,1199
2518,1199
5566,1199
4651,1199
4743,1199
1042,1199
5651,1199
3670,1199
4253,1199
3541,1199
1229,1199
5937,1199
3712,1199
3328,1199
7466,1199
2359,1199
1361,1199
1296,1199
1576,1199
1804,1199
2267,1199
3608,1199
3679,1199
3704,1199
5223,1199
2923,1199
3177,1199
3827,1199
3891,1199
4556,1199
5552,1199
6962,1199
2170,1199
1914,1199
5620,1199
5620,1199
5620,1199
1267,1199
1267,1199
5851,1199
2590,1199
6915,1199
5294,1200
7059,1200
2950,1200
3605,1200
4574,1200
2603,1200
1752,1200
1752,1200
5441,1200
5441,1200
5441,1200
3012,1200
5020,1200
3077,1200
2164,1200
2164,1200
2164,1200
1040,1200
1124,1200
5419,1200
3013,1200
2989,1200
6115,1200
6115,1200
6115,1200
161,1200
7067,1200
2066,1200
5767,1200
3185,1200
3185,1200
4353,1200
5805,1200
5436,1200
55,1200
101,1200
2709,1200
970,1200
6086,1200
4609,1200
4609,1200
5428,1201
5428,1201
5428,1201
5428,1201
5428,1201
2293,1201
1119,1201
1788,1201
1788,1201
1788,1201
1788,1201
1788,1201
1444,1201
1444,1201
2732,1201
5851,1201
2420,1201
6673,1201
2791,1201
5202,1201
1057,1201
6645,1201
6645,1201
6645,1201
3791,1201
3791,1201
3791,1201
3791,1201
4198,1201
4198,1201
4198,1201
4198,1201
4198,1201
4198,1201
3312,1201
3312,1201
3312,1201
6599,1201
6599,1201
4064,1201
4064,1201
4064,1201
4064,1201
4064,1201
4095,1201
4095,1201
7194,1201
7194,1201
903,1201
903,1201
903,1201
903,1201
6485,1201
2489,1201
5699,1201
5699,1201
6760,1201
6760,1201
6760,1201
6760,1201
6760,1201
2214,1201
1310,1201
1310,1201
3043,1201
5672,1201
5154,1201
5154,1201
5154,1201
4276,1201
3770,1201
3770,1201
4086,1201
4086,1201
4751,1201
2650,1201
2650,1201
2650,1201
2650,1201
96,1201
578,1201
578,1201
578,1201
7067,1201
7067,1201
7067,1201
6929,1201
5712,1201
5712,1201
5712,1201
6480,1201
6480,1201
6480,1201
6480,1201
6480,1201
607,1201
607,1201
5558,1201
3028,1201
2569,1201
2569,1201
2569,1201
4933,1201
4015,1201
7303,1201
2537,1201
2537,1201
6744,1201
5678,1201
5678,1201
1450,1201
4471,1201
4471,1201
4471,1201
5378,1201
1018,1201
915,1201
4264,1201
4783,1201
6137,1201
6137,1201
6137,1201
6137,1201
6137,1201
6137,1201
7529,1201
7173,1201
7173,1201
7173,1201
7173,1201
6965,1201
6965,1201
6965,1201
6836,1201
6407,1201
5685,1201
5685,1201
5685,1201
5685,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4949,1201
4733,1201
4641,1201
4641,1201
4222,1201
4070,1201
4061,1201
4034,1201
4034,1201
3694,1201
3694,1201
3694,1201
3694,1201
3258,1201
3258,1201
3258,1201
3258,1201
2858,1201
2858,1201
2858,1201
2337,1201
2337,1201
2337,1201
2337,1201
2337,1201
1658,1201
1658,1201
1658,1201
1500,1201
1500,1201
1500,1201
1500,1201
1000,1201
1000,1201
691,1201
691,1201
691,1201
691,1201
576,1201
444,1201
444,1201
444,1201
346,1201
6555,1201
6555,1201
2608,1201
2608,1201
2455,1201
2455,1201
2455,1201
2455,1201
2455,1201
1498,1201
1498,1201
1498,1201
3150,1201
3150,1201
3150,1201
3631,1201
3631,1201
7509,1201
7308,1201
7308,1201
7308,1201
5648,1201
5648,1201
5648,1201
5648,1201
5648,1201
4046,1201
4046,1201
4046,1201
4046,1201
4046,1201
4044,1201
4044,1201
4044,1201
4044,1201
2688,1201
5342,1201
5342,1201
4467,1201
4467,1201
3974,1201
3974,1201
771,1201
771,1201
771,1201
4113,1201
4113,1201
4113,1201
3698,1201
3698,1201
3698,1201
5225,1201
5225,1201
1326,1201
2250,1201
2250,1201
2250,1201
6162,1201
6162,1201
6123,1201
5494,1201
5494,1201
5494,1201
5494,1201
5400,1201
5400,1201
5400,1201
5400,1201
4739,1201
4739,1201
4739,1201
815,1201
815,1201
815,1201
815,1201
5790,1201
5790,1201
5097,1201
6491,1201
5260,1201
5163,1201
5163,1201
3445,1201
3404,1201
3135,1201
2687,1201
1715,1201
1715,1201
1422,1201
813,1201
792,1201
792,1201
792,1201
483,1201
6476,1201
3426,1201
7345,1201
7345,1201
6260,1201
5811,1201
3251,1201
2234,1201
2122,1201
446,1201
446,1201
1779,1201
1779,1201
7174,1201
7174,1201
6146,1201
4130,1201
4103,1201
3833,1201
3688,1201
3688,1201
3196,1201
2855,1201
2708,1201
2620,1201
2498,1201
2498,1201
2057,1201
1965,1201
1965,1201
1338,1201
6375,1201
6267,1201
6267,1201
5774,1201
3550,1201
2518,1201
5566,1201
4651,1201
4743,1201
1042,1201
1914,1201
1914,1201
5651,1201
3670,1201
4253,1201
3541,1201
1229,1201
5937,1201
3712,1201
3328,1201
7466,1201
2359,1201
1361,1201
1296,1201
1576,1201
1804,1201
2267,1201
3608,1201
3679,1201
3704,1201
5223,1201
2923,1201
3177,1201
3827,1201
3891,1201
4556,1201
5552,1201
6962,1201
1267,1201
2170,1201
5294,1202
7059,1202
2950,1202
3605,1202
4574,1202
2603,1202
1752,1202
1752,1202
5441,1202
5441,1202
5441,1202
3012,1202
5020,1202
3077,1202
2164,1202
2164,1202
2164,1202
1040,1202
1124,1202
5419,1202
3013,1202
2989,1202
6115,1202
6115,1202
6115,1202
161,1202
7067,1202
2066,1202
5767,1202
3185,1202
3185,1202
4353,1202
5805,1202
5436,1202
55,1202
101,1202
2709,1202
970,1202
6086,1202
4609,1202
4609,1202
5294,1203
7059,1203
2950,1203
3605,1203
4574,1203
2603,1203
1752,1203
1752,1203
5441,1203
5441,1203
5441,1203
3012,1203
5020,1203
3077,1203
2164,1203
2164,1203
2164,1203
1040,1203
1124,1203
5419,1203
3013,1203
2989,1203
6115,1203
6115,1203
6115,1203
161,1203
7067,1203
2066,1203
5767,1203
3185,1203
3185,1203
4353,1203
5805,1203
5436,1203
55,1203
101,1203
2709,1203
970,1203
6086,1203
4609,1203
4609,1203
1267,1204
5620,1204
7403,1204
7403,1204
1639,1204
4138,1204
4138,1204
5428,1204
5428,1204
5428,1204
5428,1204
5428,1204
6479,1204
7288,1204
116,1204
116,1204
116,1204
116,1204
2732,1204
2595,1204
5851,1204
2596,1204
2596,1204
3101,1204
2143,1204
2143,1204
6673,1204
3624,1204
3624,1204
3624,1204
3727,1204
3727,1204
3727,1204
3727,1204
3727,1204
4203,1204
4203,1204
1057,1204
1057,1204
2598,1204
2598,1204
2598,1204
6645,1204
6645,1204
6645,1204
5720,1204
3791,1204
3791,1204
3791,1204
3791,1204
3791,1204
4198,1204
4198,1204
4198,1204
4198,1204
4198,1204
4198,1204
4198,1204
2921,1204
2569,1204
2569,1204
2569,1204
4952,1204
5727,1204
5727,1204
5727,1204
6166,1204
6166,1204
6599,1204
6599,1204
7064,1204
769,1204
4064,1204
4064,1204
4064,1204
4064,1204
4064,1204
7194,1204
7194,1204
7194,1204
7194,1204
903,1204
903,1204
903,1204
903,1204
3676,1204
6485,1204
6646,1204
6838,1204
2489,1204
2489,1204
5361,1204
3971,1204
5699,1204
5699,1204
919,1204
6760,1204
6760,1204
6760,1204
6760,1204
6760,1204
1310,1204
1310,1204
3043,1204
3043,1204
6772,1204
6772,1204
6772,1204
5154,1204
5154,1204
5154,1204
323,1204
2714,1204
7253,1204
7253,1204
7253,1204
2950,1204
2772,1204
2772,1204
432,1204
5420,1204
4869,1204
4869,1204
1979,1204
5197,1204
2858,1204
2858,1204
2858,1204
2858,1204
796,1204
2618,1204
6647,1204
6270,1204
5891,1204
7416,1204
6718,1204
4925,1204
7380,1204
3770,1204
3770,1204
3770,1204
4035,1204
3717,1204
3717,1204
3717,1204
3717,1204
3717,1204
3717,1204
3717,1204
329,1204
1346,1204
757,1204
7086,1204
471,1204
5322,1204
4086,1204
4086,1204
3312,1204
3311,1204
6456,1204
5814,1204
898,1204
2362,1204
528,1204
4751,1204
4751,1204
2506,1204
5289,1204
2661,1204
2349,1204
3068,1204
818,1204
1018,1204
2073,1204
96,1204
4982,1204
4982,1204
2065,1204
1616,1204
6929,1204
5712,1204
5712,1204
5712,1204
6480,1204
6480,1204
6480,1204
6480,1204
6480,1204
5919,1204
3620,1204
6355,1204
2334,1204
1028,1204
2164,1204
2164,1204
2164,1204
1633,1204
3997,1204
5558,1204
187,1204
3185,1204
1320,1204
6374,1204
4608,1204
7481,1204
2582,1204
2537,1204
2537,1204
1118,1204
1118,1204
1118,1204
1118,1204
1118,1204
1118,1204
1118,1204
1118,1204
2141,1204
6816,1204
6744,1204
3608,1204
3608,1204
7454,1204
5678,1204
5678,1204
5921,1204
1747,1204
1450,1204
4471,1204
4471,1204
4471,1204
3144,1204
712,1204
626,1204
4760,1204
1318,1204
1318,1204
3848,1204
7442,1204
3469,1204
960,1204
239,1204
6137,1204
6137,1204
6137,1204
6137,1204
6137,1204
6137,1204
7529,1204
7359,1204
7359,1204
7173,1204
7173,1204
7173,1204
7173,1204
6409,1204
6407,1204
5685,1204
5685,1204
5685,1204
5685,1204
5625,1204
5202,1204
4713,1204
4713,1204
4641,1204
4641,1204
4222,1204
4034,1204
4034,1204
4034,1204
3978,1204
3978,1204
3978,1204
3978,1204
3978,1204
3694,1204
3694,1204
3694,1204
3694,1204
3694,1204
3258,1204
3258,1204
3258,1204
3258,1204
2455,1204
2455,1204
2455,1204
2455,1204
2455,1204
2455,1204
2455,1204
2337,1204
2337,1204
2337,1204
2337,1204
2337,1204
1658,1204
1658,1204
1518,1204
1518,1204
1518,1204
1518,1204
1518,1204
1518,1204
1500,1204
1500,1204
1500,1204
1500,1204
825,1204
800,1204
762,1204
691,1204
691,1204
691,1204
691,1204
576,1204
576,1204
444,1204
444,1204
444,1204
444,1204
346,1204
224,1204
224,1204
224,1204
224,1204
224,1204
224,1204
224,1204
6555,1204
6555,1204
4427,1204
2608,1204
2608,1204
3876,1204
1498,1204
1498,1204
1498,1204
7235,1204
4211,1204
4211,1204
4211,1204
4211,1204
3150,1204
3150,1204
3150,1204
2040,1204
2040,1204
814,1204
814,1204
708,1204
708,1204
708,1204
708,1204
708,1204
2499,1204
2499,1204
2499,1204
2499,1204
2499,1204
3631,1204
3631,1204
3631,1204
7509,1204
7308,1204
7308,1204
7308,1204
7308,1204
7308,1204
5648,1204
5648,1204
5648,1204
5648,1204
5648,1204
5648,1204
4044,1204
4044,1204
4044,1204
4044,1204
2708,1204
2708,1204
2708,1204
2708,1204
4125,1204
4125,1204
933,1204
933,1204
933,1204
933,1204
4185,1204
4185,1204
4185,1204
5342,1204
5342,1204
5715,1204
5715,1204
5715,1204
5072,1204
4467,1204
4467,1204
4046,1204
4046,1204
4046,1204
3974,1204
3974,1204
3176,1204
2653,1204
2653,1204
2653,1204
2177,1204
2177,1204
771,1204
771,1204
771,1204
771,1204
1324,1204
1324,1204
766,1204
766,1204
766,1204
3698,1204
3698,1204
3698,1204
110,1204
110,1204
110,1204
110,1204
4490,1204
4490,1204
4490,1204
5225,1204
5225,1204
1326,1204
1326,1204
2250,1204
2250,1204
2250,1204
6356,1204
1984,1204
1615,1204
7313,1204
4139,1204
2667,1204
2667,1204
5493,1204
5493,1204
3578,1204
4137,1204
4137,1204
7349,1204
6742,1204
6162,1204
6162,1204
4744,1204
4744,1204
4739,1204
4739,1204
4739,1204
4739,1204
4182,1204
2597,1204
2597,1204
1821,1204
1749,1204
815,1204
815,1204
815,1204
815,1204
4675,1204
7384,1204
7384,1204
6835,1204
7106,1204
7106,1204
7106,1204
6146,1204
6146,1204
6002,1204
6002,1204
5501,1204
3573,1204
2457,1204
1000,1204
1000,1204
1000,1204
2801,1204
2801,1204
6539,1204
1921,1204
1921,1204
3255,1204
5282,1204
3120,1204
6068,1204
6068,1204
5811,1204
5281,1204
2234,1204
2122,1204
1444,1204
1444,1204
854,1204
854,1204
620,1204
620,1204
446,1204
446,1204
446,1204
7482,1204
2561,1204
2336,1204
7297,1204
6168,1204
5355,1204
4130,1204
4130,1204
4103,1204
3800,1204
2855,1204
2620,1204
2498,1204
2498,1204
2057,1204
2057,1204
1965,1204
1965,1204
1338,1204
1338,1204
1037,1204
3149,1204
6375,1204
6267,1204
6267,1204
6267,1204
5774,1204
4893,1204
3899,1204
3550,1204
2518,1204
2154,1204
1627,1204
1627,1204
1574,1204
1078,1204
1409,1204
6164,1204
4651,1204
864,1204
202,1204
202,1204
5862,1204
5862,1204
3036,1204
3036,1204
5209,1204
5209,1204
5209,1204
5209,1204
5209,1204
5506,1204
5506,1204
792,1204
792,1204
2497,1204
2497,1204
2497,1204
6803,1204
6803,1204
2369,1204
2369,1204
5339,1204
5339,1204
1042,1204
850,1204
3122,1204
1041,1204
4935,1204
2978,1204
2978,1204
5360,1204
3280,1204
3280,1204
1740,1204
1895,1204
1895,1204
849,1204
6841,1204
46,1204
2282,1204
4844,1204
5703,1204
2984,1204
4429,1204
1167,1204
1820,1204
2335,1204
532,1204
1111,1204
4329,1204
741,1204
6187,1204
5627,1204
7398,1204
3231,1204
7368,1204
6609,1204
6508,1204
6414,1204
6414,1204
6014,1204
5055,1204
2983,1204
2743,1204
1956,1204
1608,1204
1600,1204
1002,1204
1002,1204
2979,1204
3124,1204
3636,1204
4173,1204
888,1204
3817,1204
7216,1204
6051,1204
6963,1204
353,1204
6532,1204
4009,1204
2837,1204
2837,1204
6605,1204
6425,1204
6393,1204
6087,1204
6039,1204
5672,1204
5672,1204
4806,1204
4446,1204
3670,1204
3790,1204
1272,1204
590,1204
2217,1204
6900,1204
3027,1204
4369,1204
1244,1204
4060,1204
5937,1204
3712,1204
83,1204
7378,1204
7361,1204
7200,1204
7131,1204
7043,1204
6965,1204
6931,1204
6915,1204
6884,1204
6874,1204
6638,1204
6597,1204
6501,1204
6349,1204
6328,1204
6243,1204
6230,1204
6088,1204
6045,1204
5936,1204
5908,1204
5765,1204
5736,1204
5624,1204
5623,1204
5458,1204
5433,1204
5340,1204
5314,1204
5237,1204
5223,1204
5223,1204
5150,1204
5121,1204
5014,1204
4944,1204
4870,1204
4826,1204
4818,1204
4508,1204
4457,1204
4353,1204
4227,1204
4212,1204
4108,1204
4033,1204
3883,1204
3686,1204
3511,1204
3496,1204
3466,1204
3437,1204
3102,1204
2676,1204
2643,1204
2562,1204
2462,1204
2403,1204
2398,1204
2330,1204
2289,1204
2167,1204
2098,1204
2071,1204
2070,1204
2038,1204
1964,1204
1872,1204
1855,1204
1829,1204
1705,1204
1636,1204
1598,1204
1501,1204
1462,1204
1406,1204
1183,1204
925,1204
819,1204
809,1204
595,1204
567,1204
566,1204
482,1204
374,1204
321,1204
263,1204
246,1204
66,1204
11,1204
1804,1204
2267,1204
5269,1204
5750,1204
7018,1204
2013,1204
3464,1204
3827,1204
4745,1204
5294,1204
6490,1204
7522,1204
861,1204
3921,1204
6770,1204
1267,1204
1267,1204
5620,1204
245,1204
7259,1204
6915,1204
2070,1204
6648,1204
4239,1204
4926,1205
4926,1205
4821,1205
2746,1205
4744,1205
4744,1205
1616,1205
1616,1205
2766,1205
2243,1205
2243,1205
200,1205
3601,1205
6364,1205
6316,1205
7367,1205
6066,1205
6066,1205
6066,1205
7509,1205
1785,1205
1444,1205
1444,1205
1210,1205
513,1205
3476,1205
6367,1205
6367,1205
6405,1205
6405,1205
1531,1205
5888,1205
1123,1205
5753,1205
4433,1205
1323,1205
7425,1205
1952,1205
4718,1205
623,1205
7171,1205
5355,1205
5039,1205
3881,1205
7251,1205
6946,1205
6406,1205
6069,1205
5862,1205
4705,1205
4704,1205
1388,1205
946,1205
6666,1205
1775,1205
1672,1205
2637,1205
5258,1205
590,1205
6475,1205
4529,1205
3817,1205
2239,1205
129,1205
560,1205
491,1205
4100,1205
3682,1205
2771,1205
3375,1205
3715,1205
4268,1205
4980,1205
5339,1205
6575,1205
4525,1205
5378,1205
5378,1206
2334,1206
1567,1206
1367,1206
2552,1206
3851,1206
1268,1206
7235,1206
6491,1206
7272,1206
7272,1206
7272,1206
187,1206
187,1206
187,1206
187,1206
187,1206
187,1206
4431,1206
6250,1206
5501,1206
1462,1206
4857,1206
7019,1206
6068,1206
6068,1206
5209,1206
5209,1206
5209,1206
5209,1206
5209,1206
6811,1206
4859,1206
1895,1206
406,1206
2798,1206
130,1206
2279,1206
5003,1206
1267,1206
4705,1207
4705,1207
620,1207
5770,1207
7377,1207
5819,1207
4733,1207
6077,1207
4821,1207
5097,1207
5097,1207
5097,1207
5097,1207
5097,1207
2766,1207
200,1207
3005,1207
3601,1207
2885,1207
6414,1207
6316,1207
6066,1207
6066,1207
6066,1207
1679,1207
1679,1207
5293,1207
1785,1207
1444,1207
1444,1207
2633,1207
1296,1207
1210,1207
1077,1207
7417,1207
513,1207
5513,1207
3476,1207
6367,1207
6367,1207
6405,1207
6405,1207
1531,1207
7415,1207
4433,1207
7425,1207
4718,1207
623,1207
5355,1207
5039,1207
1478,1207
1350,1207
3881,1207
5371,1207
7251,1207
6946,1207
6406,1207
5862,1207
5458,1207
4704,1207
4036,1207
3606,1207
1388,1207
946,1207
41,1207
6666,1207
1775,1207
590,1207
1349,1207
3969,1207
6488,1207
5604,1207
